Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.9,7.9,,,6.7,9.4,265,202312,Overall,Overall,,,DISEST,STATTYPE,32,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.0,6.0,,,4.8,7.5,397,39989,Overall,Overall,,,DISEST,STATTYPE,46,Q6IND,AGEADJPREV,CAT1,BO1,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,6.0,6.0,,,5.2,6.8,373,144265,Overall,Overall,,,DISEST,STATTYPE,28,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.7,27.7,,,26.1,29.2,3960,5764167,Overall,Overall,,,DISEST,STATTYPE,48,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.5,5.5,,,5.0,6.1,931,81107,Overall,Overall,,,DISEST,STATTYPE,31,Q6IND,AGEADJPREV,CAT1,BO1,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.9,6.9,,,6.1,7.8,590,123300,Overall,Overall,,,DISEST,STATTYPE,35,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.8,77.8,,,76.9,78.7,10954,1085011,Overall,Overall,,,DISEST,STATTYPE,31,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.4,4.4,,,3.8,5.0,425,224042,Overall,Overall,,,DISEST,STATTYPE,29,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,35.1,35.1,,,33.3,36.9,2085,816793,Overall,Overall,,,DISEST,STATTYPE,28,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.8,9.8,,,9.2,10.5,1692,610224,Overall,Overall,,,DISEST,STATTYPE,53,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.2,10.2,,,9.2,11.3,689,512736,Overall,Overall,,,DISEST,STATTYPE,55,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.8,9.8,,,8.5,11.3,506,45966,Overall,Overall,,,DISEST,STATTYPE,50,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,78.4,78.4,,,76.7,80.0,4511,369107,Overall,Overall,,,DISEST,STATTYPE,50,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.7,74.7,,,72.9,76.5,3840,762309,Overall,Overall,,,DISEST,STATTYPE,33,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.4,13.4,,,12.1,14.8,723,207137,Overall,Overall,,,DISEST,STATTYPE,35,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.4,6.4,,,5.2,7.9,165,160130,Overall,Overall,,,DISEST,STATTYPE,32,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,30.1,30.1,,,28.6,31.6,2691,1480071,Overall,Overall,,,DISEST,STATTYPE,29,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.8,4.8,,,4.3,5.4,692,727249,Overall,Overall,,,DISEST,STATTYPE,36,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.3,3.3,,,2.7,4.0,232,37506,Overall,Overall,,,DISEST,STATTYPE,33,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.8,12.8,,,11.1,14.8,312,300058,Overall,Overall,,,DISEST,STATTYPE,32,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.1,5.1,,,4.7,5.5,996,323850,Overall,Overall,,,DISEST,STATTYPE,53,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,4.7,,,4.0,5.4,330,40341,Overall,Overall,,,DISEST,STATTYPE,30,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,69.9,69.9,,,68.4,71.4,4407,3138602,Overall,Overall,,,DISEST,STATTYPE,29,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.8,8.8,,,7.8,10.0,547,142231,Overall,Overall,,,DISEST,STATTYPE,35,Q6IND,AGEADJPREV,CAT1,BO1,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.2,8.2,,,7.5,8.9,795,80752,Overall,Overall,,,DISEST,STATTYPE,30,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.7,28.7,,,27.3,30.1,2104,250394,Overall,Overall,,,DISEST,STATTYPE,30,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.2,22.2,,,21.3,23.1,4389,334062,Overall,Overall,,,DISEST,STATTYPE,31,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.0,15.0,,,13.6,16.4,867,751182,Overall,Overall,,,DISEST,STATTYPE,47,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,64.9,64.9,,,63.1,66.7,2887,1390189,Overall,Overall,,,DISEST,STATTYPE,28,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.0,5.0,,,4.3,5.7,448,245963,Overall,Overall,,,DISEST,STATTYPE,29,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.5,7.5,,,6.4,8.7,405,73742,Overall,Overall,,,DISEST,STATTYPE,33,Q6IND,AGEADJPREV,CAT1,BO1,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,3.4,,,3.0,4.0,402,235018,Overall,Overall,,,DISEST,STATTYPE,51,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.5,5.5,,,4.9,6.3,545,69652,Overall,Overall,,,DISEST,STATTYPE,33,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,31.8,31.8,,,29.5,34.3,900,775830,Overall,Overall,,,DISEST,STATTYPE,32,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.9,3.9,,,2.8,5.3,108,94797,Overall,Overall,,,DISEST,STATTYPE,32,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8.9,8.9,,,8.2,9.7,1301,127033,Overall,Overall,,,DISEST,STATTYPE,31,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.1,12.1,,,10.7,13.7,545,116870,Overall,Overall,,,DISEST,STATTYPE,33,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.8,27.8,,,26.2,29.5,1899,460355,Overall,Overall,,,DISEST,STATTYPE,35,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.9,9.9,,,9.0,10.9,868,120288,Overall,Overall,,,DISEST,STATTYPE,33,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.2,75.2,,,74.1,76.3,9339,10520721,Overall,Overall,,,DISEST,STATTYPE,36,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.8,11.8,,,10.9,12.7,1064,110899,Overall,Overall,,,DISEST,STATTYPE,30,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.4,8.4,,,7.5,9.3,766,408720,Overall,Overall,,,DISEST,STATTYPE,29,Q6IND,AGEADJPREV,CAT1,BO1,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,19.6,19.6,,,18.4,20.9,1353,477887,Overall,Overall,,,DISEST,STATTYPE,28,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.5,13.5,,,12.3,14.7,927,623287,Overall,Overall,,,DISEST,STATTYPE,29,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,68.2,68.2,,,65.7,70.5,1802,1546058,Overall,Overall,,,DISEST,STATTYPE,32,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,3.8,,,3.7,3.9,18574,9808114,Overall,Overall,,,DISEST,STATTYPE,59,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,5.6,,,5.2,6.0,1496,90879,Overall,Overall,,,DISEST,STATTYPE,31,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.3,3.3,,,2.7,4.2,239,37901,Overall,Overall,,,DISEST,STATTYPE,33,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.5,4.5,,,3.9,5.2,314,77341,Overall,Overall,,,DISEST,STATTYPE,35,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,3.2,,,2.7,3.8,261,28903,Overall,Overall,,,DISEST,STATTYPE,30,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.0,10.0,,,9.3,10.9,1290,1433538,Overall,Overall,,,DISEST,STATTYPE,36,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.2,3.2,,,2.6,3.9,227,19225,Overall,Overall,,,DISEST,STATTYPE,38,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.8,6.8,,,6.0,7.6,475,206907,Overall,Overall,,,DISEST,STATTYPE,40,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,34.9,34.9,,,33.4,36.5,2455,1046594,Overall,Overall,,,DISEST,STATTYPE,40,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.9,26.9,,,25.0,28.8,1787,223588,Overall,Overall,,,DISEST,STATTYPE,44,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.7,3.7,,,3.1,4.4,258,398737,Overall,Overall,,,DISEST,STATTYPE,42,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.4,26.4,,,25.0,27.8,1734,902226,Overall,Overall,,,DISEST,STATTYPE,41,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,13.6,13.6,,,12.5,14.7,742,1217711,Overall,Overall,,,DISEST,STATTYPE,37,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.5,3.5,,,2.8,4.2,180,167173,Overall,Overall,,,DISEST,STATTYPE,55,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,3.4,,,2.9,4.0,240,121196,Overall,Overall,,,DISEST,STATTYPE,41,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.6,2.6,,,2.3,3.0,345,58116,Overall,Overall,,,DISEST,STATTYPE,49,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,7.4,7.4,,,6.6,8.3,512,222772,Overall,Overall,,,DISEST,STATTYPE,72,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.7,25.7,,,23.8,27.7,1499,116936,Overall,Overall,,,DISEST,STATTYPE,56,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.4,11.4,,,10.3,12.7,1365,2348909,Overall,Overall,,,DISEST,STATTYPE,48,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,3.2,,,2.6,3.8,237,27335,Overall,Overall,,,DISEST,STATTYPE,44,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.3,8.3,,,7.4,9.3,413,726588,Overall,Overall,,,DISEST,STATTYPE,37,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.5,5.5,,,5.0,6.2,457,214144,Overall,Overall,,,DISEST,STATTYPE,41,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.9,2.9,,,2.3,3.7,147,132992,Overall,Overall,,,DISEST,STATTYPE,55,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.4,4.4,,,3.6,5.5,285,37693,Overall,Overall,,,DISEST,STATTYPE,44,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.7,5.7,,,5.0,6.5,570,34078,Overall,Overall,,,DISEST,STATTYPE,50,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,73.6,73.6,,,72.2,75.0,4158,2345259,Overall,Overall,,,DISEST,STATTYPE,41,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,41.8,41.8,,,40.2,43.4,2748,1197085,Overall,Overall,,,DISEST,STATTYPE,72,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.8,71.8,,,70.5,73.0,8240,6143032,Overall,Overall,,,DISEST,STATTYPE,39,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.2,10.2,,,9.4,11.2,953,645225,Overall,Overall,,,DISEST,STATTYPE,51,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7.1,7.1,,,6.2,8.0,499,283607,Overall,Overall,,,DISEST,STATTYPE,45,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,9.3,9.3,,,8.4,10.3,590,274505,Overall,Overall,,,DISEST,STATTYPE,40,Q6IND,AGEADJPREV,CAT1,BO1,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.4,14.4,,,13.5,15.5,1445,636078,Overall,Overall,,,DISEST,STATTYPE,45,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,9.7,9.7,,,8.9,10.6,833,310138,Overall,Overall,,,DISEST,STATTYPE,40,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,65.1,65.1,,,63.5,66.6,3603,1817819,Overall,Overall,,,DISEST,STATTYPE,40,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.7,74.7,,,73.3,76.0,4606,7205616,Overall,Overall,,,DISEST,STATTYPE,42,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,4.7,,,4.0,5.4,288,160563,Overall,Overall,,,DISEST,STATTYPE,41,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.2,10.2,,,8.9,11.6,435,57873,Overall,Overall,,,DISEST,STATTYPE,38,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,3.8,,,3.2,4.5,197,333744,Overall,Overall,,,DISEST,STATTYPE,37,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,58.2,58.2,,,56.6,59.8,3197,1496013,Overall,Overall,,,DISEST,STATTYPE,72,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.2,7.2,,,6.1,8.3,470,58796,Overall,Overall,,,DISEST,STATTYPE,44,Q6IND,AGEADJPREV,CAT1,BO1,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.9,12.9,,,11.3,14.6,608,98490,Overall,Overall,,,DISEST,STATTYPE,44,Q6COG,AGEADJPREV,CAT1,BO1,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.6,3.6,,,3.1,4.2,286,392309,Overall,Overall,,,DISEST,STATTYPE,42,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.7,10.7,,,9.4,12.2,1034,79946,Overall,Overall,,,DISEST,STATTYPE,46,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70.0,70.0,,,68.3,71.6,2766,5438611,Overall,Overall,,,DISEST,STATTYPE,37,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,16.9,16.9,,,15.7,18.1,1095,481011,Overall,Overall,,,DISEST,STATTYPE,72,Q6VIS,AGEADJPREV,CAT1,BO1,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,2.7,,,2.2,3.4,184,16285,Overall,Overall,,,DISEST,STATTYPE,38,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.4,12.4,,,11.3,13.6,1039,111731,Overall,Overall,,,DISEST,STATTYPE,44,Q6MOB,AGEADJPREV,CAT1,BO1,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.3,7.3,,,6.6,8.1,549,228421,Overall,Overall,,,DISEST,STATTYPE,72,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.6,6.7,1361,626512,Overall,Overall,,,DISEST,STATTYPE,39,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,2.7,,,2.0,3.7,225,19540,Overall,Overall,,,DISEST,STATTYPE,46,Q6SEL,AGEADJPREV,CAT1,BO1,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.2,28.2,,,27.0,29.5,4773,2626873,Overall,Overall,,,DISEST,STATTYPE,39,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.4,15.4,,,14.2,16.6,886,439975,Overall,Overall,,,DISEST,STATTYPE,40,Q6COG,AGEADJPREV,CAT1,BO1,,
